Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2025,"United States of America","Micronesia (Federated States of)",USA,FSM,0,5,0,0,0,0,0
2025,Belgium,Gabon,BEL,GAB,32,43,0,0,0,0,0
2025,Brazil,Gabon,BRA,GAB,0,5,0,0,0,0,0
2025,Canada,Gabon,CAN,GAB,50,76,0,0,0,0,0
2025,Cameroon,Gabon,CMR,GAB,0,5,0,0,0,0,0
2025,France,Gabon,FRA,GAB,702,126,0,0,0,0,0
2025,Gabon,Gabon,GAB,GAB,0,0,0,0,0,0,9
2025,"United Kingdom of Great Britain and Northern Ireland",Gabon,GBR,GAB,13,0,0,0,0,0,0
2025,Germany,Gabon,DEU,GAB,31,18,0,0,0,0,0
2025,Greece,Gabon,GRC,GAB,5,10,0,0,0,0,0
2025,Italy,Gabon,ITA,GAB,14,19,0,0,0,0,0
2025,Luxembourg,Gabon,LUX,GAB,0,10,0,0,0,0,0
2025,Morocco,Gabon,MAR,GAB,0,21,0,0,0,0,0
2025,Portugal,Gabon,PRT,GAB,5,0,0,0,0,0,0
2025,"South Africa",Gabon,ZAF,GAB,0,5,0,0,0,0,0
2025,Senegal,Gabon,SEN,GAB,0,6,0,0,0,0,0
2025,Spain,Gabon,ESP,GAB,8,5,0,0,0,0,0
2025,Switzerland,Gabon,CHE,GAB,7,0,0,0,0,0,0
2025,"United States of America",Gabon,USA,GAB,65,523,0,0,0,0,0
2025,Egypt,Gambia,EGY,GMB,0,14,0,0,0,0,0
2025,Austria,Gambia,AUT,GMB,102,35,0,0,0,0,0
2025,Belgium,Gambia,BEL,GMB,0,149,0,0,0,0,0
2025,Brazil,Gambia,BRA,GMB,16,37,0,0,0,0,0
2025,"Bosnia and Herzegovina",Gambia,BIH,GMB,0,0,0,0,0,0,5
2025,Canada,Gambia,CAN,GMB,209,440,0,0,0,0,0
2025,Cameroon,Gambia,CMR,GMB,0,5,0,0,0,0,0
2025,"Costa Rica",Gambia,CRI,GMB,0,5,0,0,0,0,0
2025,Cyprus,Gambia,CYP,GMB,9,23,0,0,0,0,0
2025,Denmark,Gambia,DNK,GMB,11,5,0,0,0,0,0
2025,Finland,Gambia,FIN,GMB,21,29,0,0,0,0,0
2025,France,Gambia,FRA,GMB,705,90,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Gambia,GBR,GMB,544,160,0,0,0,0,0
2025,Germany,Gambia,DEU,GMB,1667,994,0,0,0,0,0
2025,Greece,Gambia,GRC,GMB,106,28,0,0,0,0,0
2025,Guinea,Gambia,GIN,GMB,7,0,0,0,0,0,0
2025,Iceland,Gambia,ISL,GMB,5,0,0,0,0,0,0
2025,Ireland,Gambia,IRL,GMB,10,13,0,0,0,0,0
2025,Israel,Gambia,ISR,GMB,0,9,0,0,0,0,0
2025,Italy,Gambia,ITA,GMB,2856,1099,0,0,0,0,0
2025,Luxembourg,Gambia,LUX,GMB,5,15,0,0,0,0,0
2025,Latvia,Gambia,LVA,GMB,0,5,0,0,0,0,0
2025,Mauritania,Gambia,MRT,GMB,0,6,0,0,0,0,0
2025,Mexico,Gambia,MEX,GMB,0,34,0,0,0,0,0
2025,Morocco,Gambia,MAR,GMB,0,100,0,0,0,0,0
2025,Malta,Gambia,MLT,GMB,12,35,0,0,0,0,0
2025,"Netherlands (Kingdom of the)",Gambia,NLD,GMB,116,589,0,0,0,0,0
2025,Norway,Gambia,NOR,GMB,13,0,0,0,0,0,0
2025,Peru,Gambia,PER,GMB,5,5,0,0,0,0,0
2025,Poland,Gambia,POL,GMB,0,5,0,0,0,0,0
2025,Portugal,Gambia,PRT,GMB,14,299,0,0,0,0,0
2025,Romania,Gambia,ROU,GMB,5,0,0,0,0,0,0
2025,Senegal,Gambia,SEN,GMB,18,154,0,0,0,0,0
2025,Spain,Gambia,ESP,GMB,177,1430,0,0,0,0,0
2025,"Serbia and Kosovo: S/RES/1244 (1999)",Gambia,SRB,GMB,0,5,0,0,0,0,0
2025,Slovenia,Gambia,SVN,GMB,5,6,0,0,0,0,0
2025,Sweden,Gambia,SWE,GMB,167,29,0,0,0,0,0
2025,Switzerland,Gambia,CHE,GMB,80,76,0,0,0,0,0
2025,Tunisia,Gambia,TUN,GMB,0,7,0,0,0,0,0
2025,"United States of America",Gambia,USA,GMB,1075,1388,0,0,0,0,0
2025,Albania,"State of Palestine",ALB,PSE,13,5,0,0,0,0,7
2025,Algeria,"State of Palestine",DZA,PSE,170,5,0,0,0,0,0
2025,Argentina,"State of Palestine",ARG,PSE,26,15,0,0,0,0,0
2025,Armenia,"State of Palestine",ARM,PSE,7,0,0,0,0,0,0
2025,Australia,"State of Palestine",AUS,PSE,1187,1386,0,0,0,0,45
2025,Belgium,"State of Palestine",BEL,PSE,8505,6568,0,0,0,0,0
2025,Benin,"State of Palestine",BEN,PSE,0,5,0,0,0,0,0
2025,Bangladesh,"State of Palestine",BGD,PSE,5,0,0,0,0,0,0
2025,Belarus,"State of Palestine",BLR,PSE,11,0,0,0,0,0,0
2025,Brazil,"State of Palestine",BRA,PSE,362,84,0,0,0,0,0
2025,"Bosnia and Herzegovina","State of Palestine",BIH,PSE,33,5,0,0,0,0,121
2025,Canada,"State of Palestine",CAN,PSE,1015,941,0,0,0,0,0
2025,China,"State of Palestine",CHN,PSE,11,7,0,0,0,0,0
2025,Chile,"State of Palestine",CHL,PSE,30,0,0,0,0,0,0
2025,"Dem. Rep. of the Congo","State of Palestine",COD,PSE,0,5,0,0,0,0,0
2025,Cuba,"State of Palestine",CUB,PSE,9,5,0,0,0,0,0
2025,Cyprus,"State of Palestine",CYP,PSE,2690,161,0,0,0,0,0
2025,Denmark,"State of Palestine",DNK,PSE,10,0,0,0,0,0,0
2025,Ecuador,"State of Palestine",ECU,PSE,10,5,0,0,0,0,0
2025,Estonia,"State of Palestine",EST,PSE,7,0,0,0,0,0,0
2025,Ethiopia,"State of Palestine",ETH,PSE,9,11,0,0,0,0,0
2025,France,"State of Palestine",FRA,PSE,2513,376,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland","State of Palestine",GBR,PSE,1269,597,0,0,0,0,0
2025,Georgia,"State of Palestine",GEO,PSE,0,6,0,0,0,0,0
2025,Germany,"State of Palestine",DEU,PSE,2436,1554,0,0,0,0,0
2025,Ghana,"State of Palestine",GHA,PSE,19,5,0,0,0,0,0
2025,Greece,"State of Palestine",GRC,PSE,11697,382,0,0,0,0,0
2025,Hungary,"State of Palestine",HUN,PSE,79,0,0,0,0,0,0
2025,Iceland,"State of Palestine",ISL,PSE,786,67,0,0,0,0,0
2025,India,"State of Palestine",IND,PSE,38,19,0,0,0,0,0
2025,Indonesia,"State of Palestine",IDN,PSE,118,74,0,0,0,0,0
2025,Ireland,"State of Palestine",IRL,PSE,321,746,0,0,0,0,0
2025,Iraq,"State of Palestine",IRQ,PSE,6983,316,0,0,0,0,116
2025,Italy,"State of Palestine",ITA,PSE,950,178,0,0,0,0,0
2025,Jordan,"State of Palestine",JOR,PSE,0,0,0,0,0,0,54
2025,Kyrgyzstan,"State of Palestine",KGZ,PSE,0,5,0,0,0,0,0
2025,Kuwait,"State of Palestine",KWT,PSE,0,5,0,0,0,0,0
2025,Libya,"State of Palestine",LBY,PSE,190,337,0,0,0,0,0
2025,Lebanon,"State of Palestine",LBN,PSE,0,0,0,0,0,0,2262
2025,"Sri Lanka","State of Palestine",LKA,PSE,5,0,0,0,0,0,0
2025,Latvia,"State of Palestine",LVA,PSE,5,0,0,0,0,0,0
2025,Mauritania,"State of Palestine",MRT,PSE,50,25,0,0,0,0,0
2025,"Rep. of Moldova","State of Palestine",MDA,PSE,10,0,0,0,0,0,0
2025,Mexico,"State of Palestine",MEX,PSE,7,16,0,0,0,0,0
2025,Malaysia,"State of Palestine",MYS,PSE,188,316,0,0,0,0,0
2025,Montenegro,"State of Palestine",MNE,PSE,0,0,0,0,0,0,31
2025,Morocco,"State of Palestine",MAR,PSE,45,98,0,0,0,0,0
2025,Mozambique,"State of Palestine",MOZ,PSE,0,9,0,0,0,0,0
2025,Malta,"State of Palestine",MLT,PSE,76,5,0,0,0,0,0
2025,"Netherlands (Kingdom of the)","State of Palestine",NLD,PSE,0,57,0,0,0,0,0
2025,Nigeria,"State of Palestine",NGA,PSE,58,73,0,0,0,0,0
2025,Norway,"State of Palestine",NOR,PSE,9,79,0,0,0,0,0
2025,"New Zealand","State of Palestine",NZL,PSE,30,15,0,0,0,0,0
2025,Pakistan,"State of Palestine",PAK,PSE,21,5,0,0,0,0,0
2025,Peru,"State of Palestine",PER,PSE,40,41,0,0,0,0,0
2025,Philippines,"State of Palestine",PHL,PSE,76,62,0,0,0,0,0
2025,Poland,"State of Palestine",POL,PSE,35,20,0,0,0,0,0
2025,Portugal,"State of Palestine",PRT,PSE,10,7,0,0,0,0,0
2025,Romania,"State of Palestine",ROU,PSE,343,0,0,0,0,0,0
2025,"South Africa","State of Palestine",ZAF,PSE,58,15,0,0,0,0,0
2025,"Russian Federation","State of Palestine",RUS,PSE,230,8,0,0,0,0,0
2025,"Saudi Arabia","State of Palestine",SAU,PSE,13,27,0,0,0,0,0
2025,Somalia,"State of Palestine",SOM,PSE,14,5,0,0,0,0,0
2025,Spain,"State of Palestine",ESP,PSE,2015,835,0,0,0,0,0
2025,"Serbia and Kosovo: S/RES/1244 (1999)","State of Palestine",SRB,PSE,5,5,0,0,0,0,28
2025,Sudan,"State of Palestine",SDN,PSE,49,24,0,0,0,0,187
2025,Slovakia,"State of Palestine",SVK,PSE,8,0,0,0,0,0,0
2025,Slovenia,"State of Palestine",SVN,PSE,42,11,0,0,0,0,0
2025,Sweden,"State of Palestine",SWE,PSE,911,172,0,0,0,0,0
2025,Thailand,"State of Palestine",THA,PSE,132,6,0,0,0,0,0
2025,Togo,"State of Palestine",TGO,PSE,5,0,0,0,0,0,0
2025,Tunisia,"State of Palestine",TUN,PSE,23,57,0,0,0,0,0
2025,"United Arab Emirates","State of Palestine",ARE,PSE,28,5,0,0,0,0,5
2025,Uganda,"State of Palestine",UGA,PSE,5,0,0,0,0,0,0
2025,Ukraine,"State of Palestine",UKR,PSE,12,16,0,0,0,0,0
2025,"United States of America","State of Palestine",USA,PSE,36,83,0,0,0,0,0
2025,"Venezuela (Bolivarian Republic of)","State of Palestine",VEN,PSE,7,0,0,0,0,0,0
2025,Yemen,"State of Palestine",YEM,PSE,379,344,0,0,0,0,5
2025,Zambia,"State of Palestine",ZMB,PSE,14,0,0,0,0,0,0
2025,Australia,"United Kingdom of Great Britain and Northern Ireland",AUS,GBR,20,116,0,0,0,0,0
2025,Austria,"United Kingdom of Great Britain and Northern Ireland",AUT,GBR,14,0,0,0,0,0,0
2025,Belgium,"United Kingdom of Great Britain and Northern Ireland",BEL,GBR,5,7,0,0,0,0,0
2025,Belarus,"United Kingdom of Great Britain and Northern Ireland",BLR,GBR,6,0,0,0,0,0,0
2025,Brazil,"United Kingdom of Great Britain and Northern Ireland",BRA,GBR,0,10,0,0,0,0,0
2025,Canada,"United Kingdom of Great Britain and Northern Ireland",CAN,GBR,57,136,0,0,0,0,0
2025,Cyprus,"United Kingdom of Great Britain and Northern Ireland",CYP,GBR,5,0,0,0,0,0,0
2025,Finland,"United Kingdom of Great Britain and Northern Ireland",FIN,GBR,0,5,0,0,0,0,0
2025,France,"United Kingdom of Great Britain and Northern Ireland",FRA,GBR,0,5,0,0,0,0,0
2025,Germany,"United Kingdom of Great Britain and Northern Ireland",DEU,GBR,35,11,0,0,0,0,0
2025,Croatia,"United Kingdom of Great Britain and Northern Ireland",HRV,GBR,5,0,0,0,0,0,0
2025,Hungary,"United Kingdom of Great Britain and Northern Ireland",HUN,GBR,5,0,0,0,0,0,0
2025,Ireland,"United Kingdom of Great Britain and Northern Ireland",IRL,GBR,5,17,0,0,0,0,0
2025,Italy,"United Kingdom of Great Britain and Northern Ireland",ITA,GBR,0,5,0,0,0,0,0
2025,Mexico,"United Kingdom of Great Britain and Northern Ireland",MEX,GBR,0,6,0,0,0,0,0
2025,"Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland",NLD,GBR,10,0,0,0,0,0,0
2025,Norway,"United Kingdom of Great Britain and Northern Ireland",NOR,GBR,51,0,0,0,0,0,0
2025,Poland,"United Kingdom of Great Britain and Northern Ireland",POL,GBR,24,0,0,0,0,0,0
2025,Portugal,"United Kingdom of Great Britain and Northern Ireland",PRT,GBR,10,0,0,0,0,0,0
2025,Romania,"United Kingdom of Great Britain and Northern Ireland",ROU,GBR,5,0,0,0,0,0,0
2025,"Russian Federation","United Kingdom of Great Britain and Northern Ireland",RUS,GBR,15,0,0,0,0,0,0
2025,Spain,"United Kingdom of Great Britain and Northern Ireland",ESP,GBR,32,10,0,0,0,0,0
2025,Slovakia,"United Kingdom of Great Britain and Northern Ireland",SVK,GBR,5,0,0,0,0,0,0
2025,Sweden,"United Kingdom of Great Britain and Northern Ireland",SWE,GBR,7,0,0,0,0,0,0
2025,"United States of America","United Kingdom of Great Britain and Northern Ireland",USA,GBR,25,315,0,0,0,0,0
2025,Argentina,Georgia,ARG,GEO,5,5,0,0,0,0,0
2025,Armenia,Georgia,ARM,GEO,9,15,0,0,0,0,0
2025,Australia,Georgia,AUS,GEO,12,27,0,0,0,0,0
2025,Austria,Georgia,AUT,GEO,385,184,0,0,0,0,0
2025,Belgium,Georgia,BEL,GEO,404,732,0,0,0,0,0
2025,Belarus,Georgia,BLR,GEO,39,0,0,0,0,0,0
2025,Brazil,Georgia,BRA,GEO,0,5,0,0,0,0,0
2025,Bulgaria,Georgia,BGR,GEO,14,0,0,0,0,0,0
2025,Canada,Georgia,CAN,GEO,428,695,0,0,0,0,0
2025,"Costa Rica",Georgia,CRI,GEO,8,0,0,0,0,0,0
2025,Cyprus,Georgia,CYP,GEO,104,18,0,0,0,0,0
2025,Czechia,Georgia,CZE,GEO,57,5,0,0,0,0,0
2025,Denmark,Georgia,DNK,GEO,61,21,0,0,0,0,0
2025,Estonia,Georgia,EST,GEO,11,5,0,0,0,0,0
2025,Finland,Georgia,FIN,GEO,20,17,0,0,0,0,0
2025,France,Georgia,FRA,GEO,7359,1156,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Georgia,GBR,GEO,155,1129,0,0,0,0,0
2025,Georgia,Georgia,GEO,GEO,0,0,299498,0,0,0,0
2025,Germany,Georgia,DEU,GEO,3310,3170,0,0,0,0,0
2025,Greece,Georgia,GRC,GEO,62,520,0,0,0,0,0
2025,Croatia,Georgia,HRV,GEO,24,0,0,0,0,0,0
2025,Hungary,Georgia,HUN,GEO,64,0,0,0,0,0,0
2025,Ireland,Georgia,IRL,GEO,853,1857,0,0,0,0,0
2025,Israel,Georgia,ISR,GEO,5,39,0,0,0,0,0
2025,Italy,Georgia,ITA,GEO,709,6657,0,0,0,0,0
2025,Lithuania,Georgia,LTU,GEO,12,0,0,0,0,0,0
2025,Luxembourg,Georgia,LUX,GEO,5,20,0,0,0,0,0
2025,Latvia,Georgia,LVA,GEO,18,0,0,0,0,0,0
2025,"Rep. of Moldova",Georgia,MDA,GEO,0,5,0,0,0,0,0
2025,Malta,Georgia,MLT,GEO,0,10,0,0,0,0,0
2025,"Netherlands (Kingdom of the)",Georgia,NLD,GEO,152,66,0,0,0,0,0
2025,Norway,Georgia,NOR,GEO,56,5,0,0,0,0,0
2025,Poland,Georgia,POL,GEO,280,95,0,0,0,0,0
2025,Portugal,Georgia,PRT,GEO,31,19,0,0,0,0,0
2025,Romania,Georgia,ROU,GEO,49,0,0,0,0,0,0
2025,"Russian Federation",Georgia,RUS,GEO,107,5,0,0,0,0,0
2025,Spain,Georgia,ESP,GEO,443,985,0,0,0,0,0
2025,Slovakia,Georgia,SVK,GEO,30,0,0,0,0,0,0
2025,Slovenia,Georgia,SVN,GEO,5,0,0,0,0,0,0
2025,Sweden,Georgia,SWE,GEO,91,38,0,0,0,0,0
2025,Switzerland,Georgia,CHE,GEO,351,140,0,0,0,0,0
2025,Ukraine,Georgia,UKR,GEO,20,0,0,0,0,0,0
2025,"United States of America",Georgia,USA,GEO,988,16053,0,0,0,0,0
2025,Armenia,Germany,ARM,DEU,0,10,0,0,0,0,0
2025,Australia,Germany,AUS,DEU,0,25,0,0,0,0,0
2025,Belgium,Germany,BEL,DEU,0,5,0,0,0,0,0
2025,Belarus,Germany,BLR,DEU,0,5,0,0,0,0,0
2025,Brazil,Germany,BRA,DEU,5,61,0,0,0,0,0
2025,Canada,Germany,CAN,DEU,17,42,0,0,0,0,0
2025,"Costa Rica",Germany,CRI,DEU,0,6,0,0,0,0,0
2025,Denmark,Germany,DNK,DEU,15,0,0,0,0,0,0
2025,Mexico,Germany,MEX,DEU,0,8,0,0,0,0,0
2025,"Netherlands (Kingdom of the)",Germany,NLD,DEU,5,0,0,0,0,0,0
2025,Nigeria,Germany,NGA,DEU,5,0,0,0,0,0,0
2025,Norway,Germany,NOR,DEU,31,0,0,0,0,0,0
2025,Peru,Germany,PER,DEU,0,20,0,0,0,0,0
2025,Poland,Germany,POL,DEU,0,5,0,0,0,0,0
2025,"Russian Federation",Germany,RUS,DEU,185,41,0,0,0,0,0
2025,Spain,Germany,ESP,DEU,0,5,0,0,0,0,0
2025,Sweden,Germany,SWE,DEU,12,0,0,0,0,0,0
2025,Switzerland,Germany,CHE,DEU,12,0,0,0,0,0,0
2025,"United States of America",Germany,USA,DEU,38,620,0,0,0,0,0
2025,Algeria,Ghana,DZA,GHA,0,8,0,0,0,0,0
2025,Egypt,Ghana,EGY,GHA,0,38,0,0,0,0,0
2025,Argentina,Ghana,ARG,GHA,35,19,0,0,0,0,0
2025,Australia,Ghana,AUS,GHA,32,164,0,0,0,0,0
2025,Austria,Ghana,AUT,GHA,17,12,0,0,0,0,0
2025,Belgium,Ghana,BEL,GHA,18,132,0,0,0,0,0
2025,Brazil,Ghana,BRA,GHA,80,235,0,0,0,0,0
2025,"Bosnia and Herzegovina",Ghana,BIH,GHA,0,0,0,0,0,0,7
2025,Bulgaria,Ghana,BGR,GHA,5,0,0,0,0,0,0
2025,Canada,Ghana,CAN,GHA,1210,9477,0,0,0,0,0
2025,China,Ghana,CHN,GHA,0,13,0,0,0,0,0
2025,Colombia,Ghana,COL,GHA,5,0,0,0,0,0,0
2025,"Costa Rica",Ghana,CRI,GHA,5,45,0,0,0,0,0
2025,Cyprus,Ghana,CYP,GHA,8,23,0,0,0,0,0
2025,Czechia,Ghana,CZE,GHA,5,0,0,0,0,0,0
2025,Denmark,Ghana,DNK,GHA,6,9,0,0,0,0,0
2025,Finland,Ghana,FIN,GHA,15,22,0,0,0,0,0
2025,France,Ghana,FRA,GHA,640,74,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Ghana,GBR,GHA,473,462,0,0,0,0,0
2025,Germany,Ghana,DEU,GHA,1116,483,0,0,0,0,0
2025,Greece,Ghana,GRC,GHA,84,65,0,0,0,0,0
2025,Croatia,Ghana,HRV,GHA,0,0,0,0,0,0,29
2025,Hungary,Ghana,HUN,GHA,11,0,0,0,0,0,0
2025,"Cote d'Ivoire",Ghana,CIV,GHA,0,9,0,0,0,0,0
2025,India,Ghana,IND,GHA,0,5,0,0,0,0,0
2025,Indonesia,Ghana,IDN,GHA,0,5,0,0,0,0,0
2025,Ireland,Ghana,IRL,GHA,71,205,0,0,0,0,0
2025,Israel,Ghana,ISR,GHA,0,455,0,0,0,0,0
2025,Italy,Ghana,ITA,GHA,1240,424,0,0,0,0,0
2025,Japan,Ghana,JPN,GHA,5,0,0,0,0,0,0
2025,"Rep. of Korea",Ghana,KOR,GHA,0,406,0,0,0,0,0
2025,Luxembourg,Ghana,LUX,GHA,0,5,0,0,0,0,0
2025,Latvia,Ghana,LVA,GHA,5,0,0,0,0,0,0
2025,Mauritania,Ghana,MRT,GHA,0,29,0,0,0,0,0
2025,Mexico,Ghana,MEX,GHA,80,586,0,0,0,0,0
2025,Montenegro,Ghana,MNE,GHA,5,0,0,0,0,0,5
2025,Mongolia,Ghana,MNG,GHA,0,5,0,0,0,0,0
2025,Morocco,Ghana,MAR,GHA,0,23,0,0,0,0,0
2025,Malta,Ghana,MLT,GHA,0,5,0,0,0,0,0
2025,"Netherlands (Kingdom of the)",Ghana,NLD,GHA,46,33,0,0,0,0,0
2025,Norway,Ghana,NOR,GHA,15,0,0,0,0,0,0
2025,"New Zealand",Ghana,NZL,GHA,0,5,0,0,0,0,0
2025,Peru,Ghana,PER,GHA,5,48,0,0,0,0,0
2025,Philippines,Ghana,PHL,GHA,5,5,0,0,0,0,0
2025,Poland,Ghana,POL,GHA,8,5,0,0,0,0,0
2025,Portugal,Ghana,PRT,GHA,438,17,0,0,0,0,0
2025,"South Africa",Ghana,ZAF,GHA,5,561,0,0,0,0,0
2025,Senegal,Ghana,SEN,GHA,0,5,0,0,0,0,0
2025,Spain,Ghana,ESP,GHA,50,165,0,0,0,0,0
2025,Slovenia,Ghana,SVN,GHA,0,5,0,0,0,0,0
2025,Sweden,Ghana,SWE,GHA,45,10,0,0,0,0,0
2025,Switzerland,Ghana,CHE,GHA,30,6,0,0,0,0,0
2025,Togo,Ghana,TGO,GHA,8437,0,0,0,0,0,0
2025,Tunisia,Ghana,TUN,GHA,0,16,0,0,0,0,0
2025,Ukraine,Ghana,UKR,GHA,0,5,0,0,0,0,0
2025,"United States of America",Ghana,USA,GHA,812,5744,0,0,0,0,0
2025,Mexico,Guadeloupe,MEX,GLP,0,5,0,0,0,0,0
2025,"United States of America",Guadeloupe,USA,GLP,17,76,0,0,0,0,0
2025,Angola,Guinea-Bissau,AGO,GNB,7,268,0,0,0,0,0
2025,Argentina,Guinea-Bissau,ARG,GNB,8,0,0,0,0,0,0
2025,Austria,Guinea-Bissau,AUT,GNB,5,0,0,0,0,0,0
2025,Belgium,Guinea-Bissau,BEL,GNB,13,14,0,0,0,0,0
2025,Brazil,Guinea-Bissau,BRA,GNB,102,44,0,0,0,0,0
2025,Canada,Guinea-Bissau,CAN,GNB,41,57,0,0,0,0,0
2025,Cyprus,Guinea-Bissau,CYP,GNB,0,5,0,0,0,0,0
2025,France,Guinea-Bissau,FRA,GNB,1347,104,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Guinea-Bissau,GBR,GNB,15,8,0,0,0,0,0
2025,Germany,Guinea-Bissau,DEU,GNB,150,104,0,0,0,0,0
2025,Indonesia,Guinea-Bissau,IDN,GNB,0,5,0,0,0,0,0
2025,Italy,Guinea-Bissau,ITA,GNB,138,146,0,0,0,0,0
2025,Mauritania,Guinea-Bissau,MRT,GNB,0,6,0,0,0,0,0
2025,Mexico,Guinea-Bissau,MEX,GNB,0,23,0,0,0,0,0
2025,Morocco,Guinea-Bissau,MAR,GNB,0,55,0,0,0,0,0
2025,Malta,Guinea-Bissau,MLT,GNB,0,5,0,0,0,0,0
2025,"Netherlands (Kingdom of the)",Guinea-Bissau,NLD,GNB,6,8,0,0,0,0,0
2025,Norway,Guinea-Bissau,NOR,GNB,5,0,0,0,0,0,0
2025,Portugal,Guinea-Bissau,PRT,GNB,0,78,0,0,0,0,0
2025,"South Africa",Guinea-Bissau,ZAF,GNB,0,5,0,0,0,0,0
2025,Senegal,Guinea-Bissau,SEN,GNB,0,5,0,0,0,0,0
2025,Spain,Guinea-Bissau,ESP,GNB,19,105,0,0,0,0,0
2025,Sweden,Guinea-Bissau,SWE,GNB,5,0,0,0,0,0,0
2025,Switzerland,Guinea-Bissau,CHE,GNB,30,5,0,0,0,0,0
2025,"United States of America",Guinea-Bissau,USA,GNB,19,188,0,0,0,0,0
2025,Australia,Greece,AUS,GRC,0,33,0,0,0,0,0
2025,Brazil,Greece,BRA,GRC,0,5,0,0,0,0,0
2025,Canada,Greece,CAN,GRC,29,25,0,0,0,0,0
2025,Finland,Greece,FIN,GRC,0,5,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Greece,GBR,GRC,5,0,0,0,0,0,0
2025,Germany,Greece,DEU,GRC,47,5,0,0,0,0,0
2025,"Russian Federation",Greece,RUS,GRC,5,0,0,0,0,0,0
2025,Sweden,Greece,SWE,GRC,5,0,0,0,0,0,0
2025,"United States of America",Greece,USA,GRC,10,125,0,0,0,0,0
2025,Canada,Grenada,CAN,GRD,10,15,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Grenada,GBR,GRD,67,64,0,0,0,0,0
2025,"United States of America",Grenada,USA,GRD,15,39,0,0,0,0,0
2025,Argentina,Guatemala,ARG,GTM,9,7,0,0,0,0,0
2025,Austria,Guatemala,AUT,GTM,5,0,0,0,0,0,0
2025,Belgium,Guatemala,BEL,GTM,37,84,0,0,0,0,0
2025,Brazil,Guatemala,BRA,GTM,5,20,0,0,0,0,0
2025,Belize,Guatemala,BLZ,GTM,37,420,0,0,0,0,0
2025,Canada,Guatemala,CAN,GTM,337,489,0,0,0,0,0
2025,"Costa Rica",Guatemala,CRI,GTM,49,137,0,0,0,0,0
2025,France,Guatemala,FRA,GTM,35,0,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Guatemala,GBR,GTM,48,62,0,0,0,0,0
2025,Germany,Guatemala,DEU,GTM,11,10,0,0,0,0,0
2025,Guatemala,Guatemala,GTM,GTM,0,0,573000,0,0,3244,0
2025,Honduras,Guatemala,HND,GTM,0,5,0,0,0,0,0
2025,Ireland,Guatemala,IRL,GTM,42,58,0,0,0,0,0
2025,Italy,Guatemala,ITA,GTM,51,138,0,0,0,0,0
2025,Mexico,Guatemala,MEX,GTM,7336,4632,0,0,0,0,0
2025,"Netherlands (Kingdom of the)",Guatemala,NLD,GTM,12,0,0,0,0,0,0
2025,Norway,Guatemala,NOR,GTM,0,5,0,0,0,0,0
2025,Panama,Guatemala,PAN,GTM,10,11,0,0,0,0,0
2025,Paraguay,Guatemala,PRY,GTM,0,5,0,0,0,0,0
2025,Peru,Guatemala,PER,GTM,5,18,0,0,0,0,0
2025,Portugal,Guatemala,PRT,GTM,0,5,0,0,0,0,0
2025,"El Salvador",Guatemala,SLV,GTM,8,16,0,0,0,0,0
2025,Spain,Guatemala,ESP,GTM,386,345,0,0,0,0,0
2025,Sweden,Guatemala,SWE,GTM,15,0,0,0,0,0,0
2025,Switzerland,Guatemala,CHE,GTM,5,5,0,0,0,0,0
2025,Uruguay,Guatemala,URY,GTM,6,0,0,0,0,0,0
2025,"United States of America",Guatemala,USA,GTM,28452,184014,0,0,0,0,0
2025,Algeria,Guinea,DZA,GIN,27,505,0,0,0,0,0
2025,Angola,Guinea,AGO,GIN,126,9146,0,0,0,0,0
2025,Egypt,Guinea,EGY,GIN,8,205,0,0,0,0,0
2025,Argentina,Guinea,ARG,GIN,10,0,0,0,0,0,0
2025,Australia,Guinea,AUS,GIN,6,7,0,0,0,0,0
2025,Austria,Guinea,AUT,GIN,90,12,0,0,0,0,0
2025,Belgium,Guinea,BEL,GIN,2560,2626,0,0,0,0,0
2025,Benin,Guinea,BEN,GIN,0,16,0,0,0,0,0
2025,Brazil,Guinea,BRA,GIN,161,191,0,0,0,0,0
2025,"Bosnia and Herzegovina",Guinea,BIH,GIN,0,0,0,0,0,0,5
2025,Bulgaria,Guinea,BGR,GIN,5,0,0,0,0,0,0
2025,Canada,Guinea,CAN,GIN,565,4255,0,0,0,0,0
2025,"Central African Rep.",Guinea,CAF,GIN,6,0,0,0,0,0,0
2025,Cameroon,Guinea,CMR,GIN,13,317,0,0,0,0,0
2025,Congo,Guinea,COG,GIN,0,6,0,0,0,0,0
2025,"Costa Rica",Guinea,CRI,GIN,0,22,0,0,0,0,0
